name,meaning,name_origin,meaning_origin,birth_flower,trivia,image_url
サルビア,"尊敬,知恵,良い家庭,燃える思い",ラテン語で「健康」や「救う」を意味する言葉が由来です。ハーブのセージ（薬用サルビア）が万能薬とされていたためです。,古くから「庭にサルビア（セージ）があれば医者いらず」と言われるほど薬効が高く、人々を救い長寿をもたらすことから「知恵」「尊敬」。観賞用の赤いサルビアは、その燃え上がる炎のような姿から「燃える思い」とされました。,"8月31日,9月19日,10月4日",シソ科。ブラジル原産。花壇でよく見る赤いサルビアが有名ですが、本来はハーブの仲間です。花の蜜を吸って遊んだ思い出がある人も多いかもしれません。,https://upload.wikimedia.org/wikipedia/commons/a/aa/Salvia_splendens_R.B.G.Kew.jpg
サルスベリ（百日紅）,"雄弁,愛敬,活動,不用意",樹皮がツルツルしていて、木登り上手な猿でも滑って落ちそうなことから「猿滑」。漢字の「百日紅」は、赤い花が100日間も咲き続けることに由来します。,枝が風に揺れる様子がおしゃべりをしているように見え、華やかな花を咲かせることから「雄弁」。一方で、猿も滑るというイメージから、愛すべきドジな点として「愛敬」や、油断してはいけないという「不用意」という意味も。,"8月5日,8月29日",ミソハギ科。中国原産。夏の間中、次々と花を咲かせます。実際には猿は滑ることなくスルスルと登ってしまうそうです。,https://upload.wikimedia.org/wikipedia/commons/c/c0/Lagerstroemia_indica_01.jpg
サンセベリア,"永久,不滅",18世紀のイタリアの貴族、サン・セベロ公の名前にちなんで名付けられました。和名は「虎の尾（トラノオ）」。,葉が肉厚でとても丈夫で、水のない乾燥した場所でも枯れずに長い年月緑を保ち続ける生命力の強さから、終わりのない「永久」「不滅」という言葉がつきました。,6月20日,キジカクシ科。アフリカ原産。マイナスイオンを出す空気清浄植物として有名です。葉の縞模様が虎の尻尾に見えることから「トラノオ」とも呼ばれます。,https://upload.wikimedia.org/wikipedia/commons/f/fb/Sansevieria_trifasciata_Laurentii.jpg
サンダーソニア,"望郷,祈り,愛嬌,祝福",19世紀に南アフリカでこの花を発見したジョン・サンダーソンにちなみます。花の形から「クリスマス・ベル」とも呼ばれます。,発見者のサンダーソンたちが、故郷イギリスを遠く離れた南アフリカで、この提灯のような形をした花を見て、遠い故郷を懐かしんだことから「望郷」。教会の鐘のような形から「祈り」「祝福」とも。,"5月26日,11月18日",イヌサフラン科。南アフリカ原産。一属一種の珍しい植物です。鮮やかなオレンジ色のベルのような花を下向きに咲かせる可愛い花です。,https://upload.wikimedia.org/wikipedia/commons/7/75/Sandersonia_aurantiaca_2.jpg
サンザシ（山査子）,"希望,慎重,唯一の恋",中国原産で、山に生える査（野生のリンゴやナシの意味）であることから「山査子」と名付けられました。,キリストが処刑される際にかぶらされた「茨（いばら）の冠」は、このサンザシの枝で作られたという伝説があります。そのトゲが魔除けになると信じられ、また春に美しい白い花を咲かせることから、苦難の後の「希望」を象徴します。,5月21日,バラ科。中国原産。赤い実は甘酸っぱく、お菓子（サンザシスティックなど）や果実酒、胃薬として広く利用されています。,https://upload.wikimedia.org/wikipedia/commons/9/90/Crataegus_monogyna_flower.jpg
サネカズラ（実葛）,"再会,好機をつかむ",実（サネ）が美しいつる植物（カズラ）であることから。別名の「美男葛（ビナンカズラ）」は、昔の男性がこの樹液で髪を整えたことに由来します。,小倉百人一首の「名にし負はば...（誰にも知られずにあなたの所へ行く方法があればいいのに）」という三条右大臣の恋の歌に由来し、愛しい人との「再会」を願うロマンチックな花言葉がつきました。,11月6日,マツブサ科。日本、東アジア原産。秋になると、赤い小さな実が集まったキイチゴのような実をつけます。,https://upload.wikimedia.org/wikipedia/commons/9/97/Kadsura_japonica_fruit.jpg
シクラメン,"内気,はにかみ,嫉妬,遠慮",茎がくるくると螺旋状に丸まる性質があるため、ギリシャ語の「円・旋回（kyklos）」に由来します。和名は「篝火花（カガリビバナ）」。,ソロモン王が王冠のデザインにしようと花たちに頼んだ時、唯一承諾してくれたシクラメンが、恥ずかしさと感謝でうつむいてしまったという伝説から「内気」「はにかみ」。真っ赤な花が燃え上がる嫉妬の炎に見えることから「嫉妬」とも。,"12月7日,12月10日,12月22日",サクラソウ科。地中海地方原産。冬の鉢花の女王です。日本は品種改良がとても進んでいて、青いシクラメンや香りのある品種などが次々と生まれています。,https://upload.wikimedia.org/wikipedia/commons/6/63/Cyclamen_persicum_2.jpg
シオン（紫苑）,"追憶,君を忘れない,遠方にある人を思う",背が高く、秋に紫色の花を咲かせることから「紫苑（しおん）」と名付けられました。『今昔物語集』にも登場する古い花です。,『今昔物語集』の物語が由来です。父の死後、墓参りを欠かさなかった弟が、父を忘れないようにと墓前に「思い草（シオン）」を植えました。これを見た鬼が弟の孝行心に感動し、予知能力を与えたという伝説から「追憶」「君を忘れない」とされました。,"9月9日,9月28日,10月16日",キク科。日本、東アジア原産。平安時代から観賞用として育てられてきました。十五夜のお月見にススキと一緒にお供えされることも多いです。,https://upload.wikimedia.org/wikipedia/commons/2/29/Aster_tataricus.jpg
シバザクラ（芝桜）,"合意,一致,臆病な心,忍耐",芝生のように地面を這って広がり、桜に似た形の花を咲かせることから名付けられました。,小さな花がぎっしりと咲き、まるでピンクや白の絨毯のように地面を埋め尽くす様子から、心が一つになる「合意」「一致」とされました。踏まれても耐える強さや、群れて咲く様子から「忍耐」「臆病な心」とも言われます。,"4月8日,4月20日",ハナシノブ科。北米原産。春の観光名所として、富士山の麓などで大規模に植えられています。乾燥に強く、石垣や斜面の緑化にも使われる働き者です。,https://upload.wikimedia.org/wikipedia/commons/7/77/Phlox_subulata_in_Mount_Buko_20190503_01.jpg
シモツケ（下野）,"整然とした愛,努力,無益,自由",日本庭園にも使われる低木で、下野国（現在の栃木県）で最初に発見されたことから「シモツケ」と名付けられました。,小さなピンク色の花が、枝先に集まって平らに咲く様子がきちんとして見えることから「整然とした愛」。厳しい環境でも育ち、美しい花を咲かせることから「努力」とも。,"6月14日,8月22日",バラ科。日本原産。高原の日当たりの良い場所に自生しています。小さな花から長い雄しべが飛び出していて、フワフワとした見た目が可愛らしい花です。,https://upload.wikimedia.org/wikipedia/commons/9/91/Spiraea_japonica_flower.jpg
シャクナゲ（石楠花）,"威厳,荘厳,危険,高嶺の花",中国名の「石南（シャクナン）」が変化してシャクナゲになったと言われています。本来の「石南」は別の植物でしたが、誤ってこの名前が定着しました。,断崖絶壁や高山の奥地など、人が簡単には近づけない場所に自生し、美しく豪華な花を咲かせる姿から「高嶺の花」「威厳」。葉に毒を持っていて、食べると吐き気や呼吸困難を起こすことから「危険」という警告の意味もあります。,"5月5日,5月8日,6月5日",ツツジ科。北半球の寒い地域や高山に分布します。ネパールの国花です。昔は採りに行くのが命がけだったため、神聖な花として扱われていました。,https://upload.wikimedia.org/wikipedia/commons/2/23/Rhododendron_metternichii_var._hondoense_f02.jpg
シャクヤク（芍薬）,"恥じらい,はにかみ,謙遜,必ず来る幸せ",姿がしなやかで優しいという意味の「綽約（しゃくやく）」という言葉が語源と言われています。「立てば芍薬、座れば牡丹、歩く姿は百合の花」という美人の例えで有名です。,豪華で美しい大輪の花を咲かせますが、夕方になると恥じらうように花を閉じてしまうことや、はにかみ屋の妖精が隠れているというイギリスの民話から「恥じらい」「謙遜」。根が漢方薬として女性の病気などに効くことから、健康と美を取り戻す「必ず来る幸せ」とされました。,"2月8日,5月14日,5月20日",ボタン科。中国原産。ボタンは「木」ですが、シャクヤクは「草」です。その美しさは圧倒的で、西洋では「5月のバラ」と呼ばれています。,https://upload.wikimedia.org/wikipedia/commons/e/e5/Paeonia_lactiflora.jpg
ジャスミン（茉莉花）,"愛らしさ,官能的,優美,あなたは私のもの",ペルシャ語で「神からの贈り物」という意味の「yasmin」に由来します。和名の「茉莉花（マツリカ）」はサンスクリット語由来です。,夜になると濃厚で甘い香りを放ち、その香りが媚薬として使われたり、クレオパトラが愛した香りであることから「官能的」「あなたを酔わせる」。白く小さな花が集まって咲く可愛い姿から「愛らしさ」「優美」とも。,6月8日,モクセイ科。アジア、アフリカの熱帯原産。「香りの王様」と呼ばれ、香水やジャスミンティーに使われます。フィリピンやインドネシアの国花でもあります。,https://upload.wikimedia.org/wikipedia/commons/9/98/Jasminum_sambac_flower.jpg
ジンチョウゲ（沈丁花）,"栄光,不死,不滅,永遠",香木の「沈香（ジンコウ）」のような良い香りと、「丁子（チョウジ＝クローブ）」のような花の形を持つことから名付けられました。,一年中緑の葉を茂らせる常緑樹で、早春にどこよりも早く香りを放って春の訪れを告げる姿から、勝利や永遠の命を象徴して「栄光」「不滅」。ギリシャ神話で月桂樹（ダフネ）に変身したニンフの伝説と混同されることもあります。,"2月10日,2月23日,12月15日",ジンチョウゲ科。中国原産。日本三大芳香木の一つです。雄の木と雌の木がありますが、日本にあるのはほとんどが雄の木なので、実を見ることはめったにありません。,https://upload.wikimedia.org/wikipedia/commons/5/52/Daphne_odora01.jpg
ジギタリス,"熱愛,不誠実,隠されぬ恋,胸の思い",学名はラテン語の「指」に由来します。花の形が指サックに似ているからです。和名は「狐の手袋（キツネノテブクロ）」。,植物全体に猛毒を含んでいますが、適量であれば心臓病の薬（強心剤）になるという二面性から、恋の病を治す薬にもなれば命を奪う毒にもなるとして「熱愛」「不誠実」。毒草であることを警告する意味で「隠されぬ恋」とも言われます。,6月13日,オオバコ科。ヨーロッパ原産。イングリッシュガーデンの定番ですが、誤って食べると死に至る危険があるため、取り扱いには十分注意が必要です。別名「死人の鐘」とも呼ばれます。,https://upload.wikimedia.org/wikipedia/commons/a/a2/Digitalis_purpurea_Camellia_Plantation.jpg
シラン（紫蘭）,"互いに忘れないように,あなたを忘れない,変わらぬ愛",美しい紫色の花を咲かせる蘭であることから、そのまま「紫蘭」と名付けられました。,うつむき加減に咲く紫色の花が、どこか寂しげで哀愁を帯びていることから、離れ離れになる恋人同士が交わす約束のように「互いに忘れないように」「変わらぬ愛」というロマンチックな花言葉がつきました。,"5月6日,5月31日",ラン科。日本、中国原産。野生のランとしては珍しくとても丈夫で、庭先や公園で放っておいてもよく育ちます。根茎は止血剤などの漢方薬になります。,https://upload.wikimedia.org/wikipedia/commons/c/c2/Bletilla_striata_flower_closeup.jpg
シラカバ（白樺）,"あなたをお待ちします,忍耐,光と豊富",樹皮が白くて美しいことから「白樺」。高原の風景には欠かせないシンボル的な樹木です。,高原の厳しい寒さや雪の中で、真っ白な幹をすっくと伸ばして立つ姿が、誰かの帰りを静かに待ち続けているように見えることから「あなたをお待ちします」。春になると大量の樹液を吸い上げることから「光と豊富」とも。,4月2日,カバノキ科。北半球の寒い地域原産。樹皮は油分を含んでいて、天然の着火剤として使えます。樹液はキシリトールの原料や化粧水として利用されます。,https://upload.wikimedia.org/wikipedia/commons/d/d3/Betula_platyphylla.jpg
シュウカイドウ（秋海棠）,"片思い,恋の悩み,未熟",春に咲く「海棠（カイドウ）」に似ていて、秋に咲くことから名付けられました。ベゴニアの仲間です。,葉の形が左右非対称で、片方が大きく片方が小さい（欠けているように見える）ことから、ハートが割れている＝「片思い」を連想させました。うつむいて咲くピンク色の花が、恋に悩む乙女の姿に見えることから「恋の悩み」。,"8月29日,9月15日",シュウカイドウ科。中国原産。江戸時代に日本に来て、松尾芭蕉も句に詠んだ風流な花です。日陰で湿り気のある場所を好みます。,https://upload.wikimedia.org/wikipedia/commons/6/60/Begonia_grandis_subsp._evansiana_02.jpg
シュウメイギク（秋明菊）,"薄れゆく愛,淡い思い,忍耐",秋に菊に似た明るい花を咲かせることから「秋明菊」。名前に菊とつきますが、実はアネモネの仲間です。,秋風に揺れる花びら（実際はガク）が、どこか儚げで寂しさを感じさせることや、花びらが散りやすいことから、移ろいゆく心や「薄れゆく愛」を象徴します。京都の貴船周辺に多く自生することから「貴船菊」とも呼ばれます。,"9月14日,9月30日,10月8日",キンポウゲ科。中国原産。古い時代に日本に来て野生化しました。英語では「ジャパニーズ・アネモネ」と呼ばれます。,https://upload.wikimedia.org/wikipedia/commons/7/77/Anemone_hupehensis_var._japonica_01.jpg
ショウブ（菖蒲）,"うれしい知らせ,心意気,優雅",剣のような葉の形が、武士の刀を連想させることから「尚武（武道を重んじる）」に通じるとされました。,端午の節句（こどもの日）に、この葉を入れて「菖蒲湯」に入り、邪気を払って健康を願う習慣があることから、邪気を払う強い力＝「心意気」。独特の清々しい香りが、良い知らせを運んでくると信じられ「うれしい知らせ」。,"5月5日,5月10日",ショウブ科。日本、東アジア原産。花は地味な棒状で、きれいな花が咲く「ハナショウブ（アヤメ科）」とは全く別の植物です。,https://upload.wikimedia.org/wikipedia/commons/c/ce/Acorus_calamus2.jpg
ジャーマンアイリス,"使者,恋のメッセージ,燃える思い,豊満",ヨーロッパ原産のアイリスを元に、ドイツなどで品種改良されたことから。和名は「独逸菖蒲（ドイツアヤメ）」。,ギリシャ神話の虹の女神イリスにちなみ、虹のように様々な花色があることから「使者」「恋のメッセージ」。花びらが大きくフリルのように波打ち、とても豪華で存在感があることから「豊満」「燃える思い」。,"5月23日,5月29日,6月29日",アヤメ科。地中海沿岸原産。アイリスの中でも特に華やかで、「レインボーフラワー」と呼ばれるほど色の種類が豊富です。乾燥した場所を好みます。,https://upload.wikimedia.org/wikipedia/commons/a/a6/Iris_germanica_purple.jpg
スイートピー,"門出,別離,優しい思い出,蝶のように飛躍する",甘い（Sweet）香りのする、豆（Pea）の花であることから名付けられました。和名は「麝香連理草（ジャコウレンリソウ）」。,花びらが左右に広がり、今にも飛び立とうとしている蝶の姿に見えることから、新しい世界への「門出」や「飛躍」を意味するようになりました。その飛び立つ姿が、親しい人との別れを連想させるため「別離」や「優しい思い出」とも。,"1月14日,3月20日,6月9日",マメ科。イタリア、シチリア島原産。イギリス王妃が愛した花として有名になり、春の卒業・入学シーズンの贈り物として大人気です。,https://upload.wikimedia.org/wikipedia/commons/2/23/Lathyrus_odoratus_in_garden.jpg
スイセン（水仙）,"うぬぼれ,自己愛,神秘,尊重",中国の古典で「水辺に咲く仙人」を意味する言葉に由来します。学名はギリシャ神話の美少年ナルキッソスからです。,ギリシャ神話の美少年ナルキッソスが、泉に映った自分の美しい姿に恋をして、その場を離れられずに衰弱死して花になったという伝説から「うぬぼれ」「自己愛」。水辺でうつむいて自分の姿を見つめるように咲く姿がその物語を表しています。,"1月3日,1月13日,1月19日",ヒガンバナ科。地中海沿岸原産。全体に毒を含んでいて、ニラと間違えて食べて中毒になる事故が多いため注意が必要です。,https://upload.wikimedia.org/wikipedia/commons/7/77/Narcissus_tazetta_subsp._chinensis_01.jpg
スイレン（睡蓮）,"清純な心,信頼,信仰,冷淡",昼間に花を開き、午後になると閉じて眠るように見えることから「睡眠する蓮」＝「睡蓮」と名付けられました。,古代エジプトでは、泥の中から茎を伸ばし、水面に清らかな花を咲かせる姿が、再生の象徴とされ「信仰」「清純な心」を表しました。学名は水の精霊ニンフ（妖精）に由来し、その神秘的な美しさから名付けられました。,"4月27日,5月8日,7月10日",スイレン科。世界中に分布しています。フランスの画家モネが晩年に愛し、描き続けた「睡蓮」の絵画でも世界的に有名です。,https://upload.wikimedia.org/wikipedia/commons/d/d7/Nymphaea_colorata_01.jpg
スズラン（鈴蘭）,"再び幸せが訪れる,純粋,純潔,謙遜",花の形が鈴のように見え、蘭の葉に似ていることから。でもランの仲間ではなくキジカクシ科です。,フランスでは5月1日に大切な人へスズランを贈る習慣があり、贈られた人には幸せが訪れると言われることから「再び幸せが訪れる」。聖母マリアの涙から生まれたという伝説があり、その真っ白な姿から「純粋」「純潔」。,"5月1日,5月28日",キジカクシ科。ヨーロッパ、アジア原産。北海道を代表する花です。可愛い見た目とは裏腹に、全体に猛毒を含んでいて、花を活けた水を飲んでも中毒を起こすので注意が必要です。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Convallaria_majalis_0002.JPG
スターチス,"変わらぬ心,途絶えぬ記憶,永久不変",ギリシャ語の「止める」という意味に由来し、下痢止めの薬として使われたことや、花の色があせないことにちなみます。,カサカサとした花（実際はガク）は水分が少なく、ドライフラワーにしても色や形がほとんど変わらず、きれいな状態をずっと保てることから「変わらぬ心」「永久不変」という永遠を誓う言葉がつきました。,"4月29日,5月7日,11月17日",イソマツ科。地中海沿岸原産。今は「リモニウム」という名前で売られていますが、昔の名前のスターチスで親しまれています。花持ちがすごく良く、仏花からアレンジメントまで幅広く使われます。,https://upload.wikimedia.org/wikipedia/commons/9/91/Limonium_sinuatum_flower_closeup.jpg
ストック,"愛の絆,豊かな愛,見つめる未来,永遠の美",茎（Stock）が太くて丈夫であることから名付けられました。和名は「紫羅欄花（アラセイトウ）」。,昔、敵国の王子と恋に落ちた姫が、城を抜け出そうとしてロープから落ちて亡くなり、その場所からストックが咲いたという悲しい伝説があります。この物語から、死んでも変わらぬ「愛の絆」や、一途な思いを象徴する花となりました。,"1月20日,2月9日,3月2日",アブラナ科。南ヨーロッパ原産。甘い香りがあり、春の花壇や切り花として人気です。ボリュームのある八重咲きの品種が主流です。,https://upload.wikimedia.org/wikipedia/commons/e/ec/Matthiola_incana_SZ129.jpg
ストレリチア（極楽鳥花）,"気取った恋,恋する伊達男,輝かしい未来,すべてを手に入れる",花の色や形が、ニューギニアに住む美しい鳥「極楽鳥（フウチョウ）」に似ていることから。,極彩色でエキゾチックな花の姿が、派手に着飾って異性の気を引こうとする男性に見えることから「恋する伊達男」「気取った恋」。空に向かって鳥が羽ばたくような形から「輝かしい未来」への飛躍を意味します。,"11月23日,12月16日",バショウ科。南アフリカ原産。くちばしのような部分から鮮やかなオレンジと青の花が立ち上がる姿は、観葉植物としても切り花としても圧倒的な存在感を放ちます。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Strelitzia_regina.jpg
スノードロップ,"希望,慰め,逆境の中の希望",雪（Snow）のしずく（Drop）、または耳飾り（Eardrop）に似ていることから。和名は「待雪草（マツユキソウ）」。,アダムとイブが楽園を追放されて寒さに震えていた時、天使が舞い降りて雪をこの花に変え「もうすぐ春が来るから絶望してはいけない」と励ましたという伝説から「希望」「慰め」。冬の終わりに一番に咲く希望の花です。,"1月1日,1月7日,1月16日",ヒガンバナ科。ヨーロッパ原産。真っ白な花びらの内側に、緑色のハート模様があるのがチャームポイントです。スコットランドでは不吉な迷信もあるので、贈り物にする時は少し注意が必要です。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Galanthus_nivalis.jpg
スパティフィラム,"上品な淑女,清らかな心,包み込む愛",ギリシャ語の「仏炎苞（spathe）」と「葉（phyllon）」に由来し、葉のような仏炎苞を持つことから。,純白の仏炎苞（ぶつえんほう）が、白いベールをまとった貴婦人のように美しく、スッと立ち上がって咲く姿から「上品な淑女」。その白さが汚れのない「清らかな心」を連想させます。,"9月1日,12月23日",サトイモ科。熱帯アメリカ原産。白いカラーに似ていますが、こちらは葉が多く観葉植物として扱われます。日陰に強く室内でもよく育ちます。,https://upload.wikimedia.org/wikipedia/commons/e/ee/Spathiphyllum_wallisii_Macro.jpg
スカビオサ,"不幸な愛,私はすべてを失った,未亡人,風情",ラテン語の「疥癬（scabie）」に由来し、昔は皮膚病を治す薬草として使われていたそうです。英語名は「喪に服す花嫁（Mourning bride）」。,紫や青のシックな花色が、喪服を着た未亡人を連想させることや、戦争で夫を亡くした花嫁がこの花を捧げたという言い伝えから「不幸な愛」「私はすべてを失った」という悲しい花言葉がつきました。,"4月26日,6月30日",スイカズラ科。ヨーロッパ原産。和名は「西洋松虫草（セイヨウマツムシソウ）」。花言葉は切ないですが、その繊細でおしゃれな姿から、ガーデニングやブーケには大人気です。,https://upload.wikimedia.org/wikipedia/commons/d/dc/Scabiosa_atropurpurea0.jpg
スミレ（菫）,"謙虚,誠実,小さな幸せ",花の形が、大工さんが使う「墨入れ（墨壺）」に似ていることから「墨入れ」→「スミレ」になったと言われています。,道端や草陰でひっそりと、でもしっかりと美しい紫色の花を咲かせる姿から「謙虚」「誠実」。ナポレオンの妻ジョセフィーヌが愛した花としても有名で、彼女にとっての「小さな幸せ」のシンボルでした。,"1月8日,2月21日",スミレ科。日本をはじめ世界中に分布しています。日本は「スミレ王国」と呼ばれるほど種類が豊富です。パンジーやビオラもスミレの仲間です。,https://upload.wikimedia.org/wikipedia/commons/c/c8/Viola_mandshurica_2.jpg
スグリ（酸塊）,"あなたの不機嫌が私を苦しめる,予想,真の幸福",実がものすごく酸っぱい塊であることから「酸塊（すぐり）」と書かれます。英語名は「グースベリー」。,枝に鋭いトゲがあって触ると痛いことや、実が酸っぱいことから、気難しい相手への気持ちとして「あなたの不機嫌が私を苦しめる」。一方で、熟した実は美味しくてジャムになることから「真の幸福」とも。,7月7日,スグリ科。ヨーロッパ原産。カシス（黒スグリ）もこの仲間です。漢字の通り、生で食べると飛び上がるほど酸っぱいです。,https://upload.wikimedia.org/wikipedia/commons/9/90/Ribes_uva-crispa_002.jpg
