name,meaning,name_origin,meaning_origin,birth_flower,trivia,image_url
ニチニチソウ（日々草）,"楽しい思い出,友情,生涯の友情",初夏から秋まで、毎日次々と新しい花を咲かせることから「日々草」。,次から次へと絶え間なく花を咲かせ、日々を彩ってくれる姿が、友達と過ごす楽しい毎日の積み重ねを連想させることから「楽しい思い出」「友情」。,"8月3日,9月17日",キョウチクトウ科ニチニチソウ属。マダガスカル原産。暑さや乾燥に強く、夏の花壇の定番。花は3〜5日で散るが、新しい花がすぐに咲く。,https://upload.wikimedia.org/wikipedia/commons/e/ec/Catharanthus_roseus_flower.jpg
ニリンソウ（二輪草）,"友情,協力,ずっと離れない",一本の茎から二輪の花茎が伸びて花を咲かせることから。,二つの花が寄り添うように咲く姿が、仲の良い友達や夫婦、協力し合うパートナーを連想させることから「友情」「ずっと離れない」。,"3月7日,4月29日",キンポウゲ科イチリンソウ属。日本原産。春の妖精（スプリング・エフェメラル）の一つ。若葉は山菜として食べられるが、猛毒のトリカブトの葉と酷似しているため誤食に注意。,https://upload.wikimedia.org/wikipedia/commons/3/36/Anemone_flaccida_2.jpg
ニワトコ（接骨木）,"熱心,哀れみ,苦しみを癒やす",枝や幹を煎じて骨折や打撲の湿布薬（接骨）にしたことから。,古くから万能薬として利用され、人々の怪我や病気を治してきた献身的な働きから「熱心」「苦しみを癒やす」。ハリー・ポッターの「ニワトコの杖」でも有名。,該当なし,レンプクソウ科ニワトコ属。日本、東アジア原産。春に小さな白い花を房状に咲かせる。西洋ニワトコ（エルダーフラワー）はマスカットのような香りがし、シロップに使われる。,https://upload.wikimedia.org/wikipedia/commons/9/91/Sambucus_racemosa_subsp._sieboldiana_flower.jpg
ニンニク（大蒜）,"勇気と力,力強い",困難に耐え忍ぶという意味の「忍辱（にんにく）」が語源とされる。強烈な匂いがあることから。,滋養強壮効果が高く、食べるとエネルギーが湧いてくることから「勇気と力」。古代エジプトではピラミッド建設の労働者に配給され、ドラキュラ除けの伝説もその力強さに由来する。,該当なし,ヒガンバナ科ネギ属。中央アジア原産。世界中で使われるスタミナ食材。加熱すると匂いが食欲をそそる香りに変わる。,https://upload.wikimedia.org/wikipedia/commons/9/9e/Allium_sativum_flower_head.jpg
ネコヤナギ（猫柳）,"自由,努力が報われる,率直,開放的",花穂が銀白色の毛で覆われており、猫のしっぽのように見えることから。,春の訪れとともに、硬い殻を破って銀色のふわふわした花穂が顔を出す様子が、冬の厳しさから解放された「自由」や、春を待ちわびた「努力が報われる」瞬間を感じさせる。,"1月23日,2月12日",ヤナギ科ヤナギ属。日本原産。川辺に自生する。銀色の毛並みのような手触りが心地よい。春を告げる植物の一つ。,https://upload.wikimedia.org/wikipedia/commons/e/ea/Salix_gracilistyla_catkins.jpg
ネモフィラ,"可憐,どこでも成功,あなたを許す",ギリシャ語の「nemos（森）」と「phileo（愛する）」に由来。原種が森の周辺に生えていたことから。,地面を這うように広がり、空色の小さな花を一面に咲かせる姿が、愛らしく健気であることから「可憐」。どんな場所でも根付き、可愛らしい花を咲かせる生命力から「どこでも成功」。,"1月28日,2月21日",ムラサキ科ネモフィラ属。北米原産。和名は「瑠璃唐草（ルリカラクサ）」。ひたち海浜公園のネモフィラの丘など、青い絨毯のような絶景が人気。,https://upload.wikimedia.org/wikipedia/commons/2/2f/Nemophila_menziesii_flower.jpg
ネリネ,"また会う日を楽しみに,忍耐,箱入り娘",ギリシャ神話の水の妖精「ネレイデス」にちなんで名付けられた。キラキラと輝く花姿から「ダイヤモンドリリー」とも呼ばれる。,花びらが光を受けて宝石のように輝く美しさから、大切に育てられた「箱入り娘」。ヒガンバナの仲間であり、花と葉が別々の時期に出るため、すれ違いの切なさを込めて「また会う日を楽しみに」。,"10月13日,11月17日",ヒガンバナ科ネリネ属。南アフリカ原産。花持ちが良く、切り花として人気。ヒガンバナに似ているが、花弁が反り返り、キラキラと輝く点が異なる。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Nerine_bowdenii_flower.jpg
ネムノキ（合歓の木）,"歓喜,胸のときめき,安らぎ",夜になると葉が合わさって閉じる（眠る）ことから「眠りの木」→「ネムノキ」。,夜に葉を閉じて眠る姿が、夫婦が寄り添って寝る姿を連想させ、夫婦円満の象徴（合歓）とされることから「安らぎ」「歓喜」。夏に咲くピンク色の刷毛（はけ）のような花が、繊細で夢幻的であることから「胸のときめき」。,"7月13日,8月10日",マメ科ネムノキ属。日本、南アジア原産。夕方になると甘い香りの花を咲かせる。万葉集にも夫婦の象徴として詠まれている。,https://upload.wikimedia.org/wikipedia/commons/f/ff/Albizia_julibrissin_flower.jpg
ノアザミ（野薊）,"独立,報復,触れないで,権利",野に咲くアザミ。アザミは花に魅了されるがトゲに刺されて驚く「あざむく」、あるいはトゲを意味する古語「あざ」に由来するとされる。,美しい紫色の花には鋭いトゲがあり、不用意に触ると痛い目に遭う（報復される）ことから「独立」「触れないで」。スコットランドでは、夜襲をかけたバイキングがアザミのトゲを踏んで悲鳴を上げ、その声で城の兵士が目覚めて国を守ったという伝説から、国の防衛と独立の象徴（国花）となっている。,"3月19日,5月22日",キク科アザミ属。日本原産。春から初夏にかけて咲くアザミは主にこのノアザミである（他のアザミは秋咲きが多い）。トゲは非常に鋭く、ジーンズを通して刺さるほど。花はドライフラワーにしても色が残りやすい。,https://upload.wikimedia.org/wikipedia/commons/5/52/Cirsium_japonicum_flower.jpg
ノコンギク（野紺菊）,"守護,忘れられない想い,指導",野に咲く紺色（紫）の菊であることから。,秋の野山で、紫色の花が群れ咲く様子が、過ぎ去りし季節や風景を守るようにひっそりと、しかし力強く咲いていることから「守護」。素朴だが心に残る深みのある色合いから「忘れられない想い」。,11月23日,キク科シオン属。日本固有種。よく似た「ヨメナ」とは、葉がザラザラしている（ノコンギク）かツルツルしている（ヨメナ）かで見分ける。,https://upload.wikimedia.org/wikipedia/commons/3/30/Aster_microcephalus_var._ovatus_2.jpg
ノバラ（野薔薇）,"素朴な愛,孤独,詩",野山に自生するバラの総称。一般的には「ノイバラ」を指す。,華やかな園芸種のバラとは違い、一重の白い花をひっそりと咲かせる姿から「素朴な愛」。ゲーテの詩『野ばら』やシューベルトの歌曲の題材となり、芸術家に愛されたことから「詩」や「孤独」。,6月17日,バラ科バラ属。日本原産。香りが良く、秋には赤い実をつける。園芸用バラの台木として重要。,https://upload.wikimedia.org/wikipedia/commons/7/75/Rosa_multiflora_flower.jpg
ノボタン（野牡丹）,"自然,平静",山野に咲き、牡丹のように美しい花であることから。,鮮やかな紫色の花を咲かせるが、牡丹のような派手さはなく、野趣あふれる自然な美しさを持つことから「自然」。落ち着いた紫の色合いから「平静」。,11月2日,ノボタン科ノボタン属。東南アジア原産。「コートダジュール」などの園芸品種（シコンノボタンの仲間）が鉢植えとして流通している。,https://upload.wikimedia.org/wikipedia/commons/e/ec/Melastoma_candidum_flower.jpg
ノリウツギ（糊空木）,臨機応変,樹皮から採れる粘液を、和紙を漉く際の糊（のり）として利用したことから。,アジサイの仲間で、円錐状に白い花を咲かせる。糊として紙を自在に形作る手助けをしたことや、環境に合わせて育つ強さから「臨機応変」とされた。,7月16日,アジサイ科アジサイ属。日本原産。別名「ピラミッドアジサイ」。花の色が白からピンク、赤へと変化していく品種もあり、ドライフラワーにしても美しい。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Hydrangea_paniculata_flower.jpg
ノースポール,"誠実,冬の足音,清潔,高潔",花が白く、株全体が雪に覆われたように見えることから、北極（ノースポール）を連想して名付けられた。和名は「寒白菊（カンシロギク）」。,白い花びらに黄色い花芯のコントラストが、シンプルで飾り気がなく、清潔感にあふれていることから「誠実」「清潔」。冬の寒さに強く、雪の中でも咲くようなイメージから「冬の足音」。,"1月12日,12月24日",キク科フランスギク属。アフリカ北部原産。マーガレットに似ているが、草丈が低く、冬の花壇を明るく彩る貴重な花。,https://upload.wikimedia.org/wikipedia/commons/e/ed/Leucanthemum_paludosum_flower.jpg
ナンバンギセル（南蛮煙管）,物思い,花の形が、南蛮渡来のパイプ（煙管）に似ていることから。万葉集では「思い草」と呼ばれる。,ススキなどの根に寄生してひっそりと育ち、うつむき加減に赤紫色の花を咲かせる姿が、恋に悩んで物思いにふけっているように見えることから。,9月22日,ハマウツボ科ナンバンギセル属。日本、アジア原産。葉緑素を持たない寄生植物。万葉集の歌「道の辺の 尾花が下の 思い草 今さらさらに 何をか思わむ」のモデル。,https://upload.wikimedia.org/wikipedia/commons/2/2f/Aeginetia_indica_flower.jpg
ニシキギ（錦木）,"深い愛情,あなたの魅力を心に刻む,危険な遊び",紅葉が錦（にしき）の織物のように美しいことから。,秋になると葉が燃えるような赤色に染まり、その圧倒的な美しさが人の心を捉えて離さないことから「あなたの魅力を心に刻む」。枝にカミソリのような翼（よく）があることから「危険な遊び」。,"10月16日,11月9日",ニシキギ科ニシキギ属。日本、東アジア原産。世界三大紅葉樹の一つ。枝にコルク質の「翼」ができるのが最大の特徴。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Euonymus_alatus_fall_color.jpg
ネジバナ（捩花）,旅立ち,小さな花が、茎の周りを螺旋状（ねじれたよう）に並んで咲くことから。,螺旋階段を登って空へ向かっていくような姿から、新たな世界への「旅立ち」を連想させた。芝生の中などに突然現れ、ねじれながら咲くユニークなラン。,7月4日,ラン科ネジバナ属。日本全土に分布。世界で最も身近な野生ランの一つ。右巻きと左巻きの両方がある。,https://upload.wikimedia.org/wikipedia/commons/5/52/Spiranthes_sinensis_var_amoena_flower.jpg
ネズミモチ（鼠餅）,名より実を取る,実がネズミのフンに似ており、葉がモチノキに似ていることから。,花は地味で目立たないが、実は薬用になったり鳥の餌になったりと実用的であることから、外見よりも中身や実益を重視する「名より実を取る」という言葉がついた。,該当なし,モクセイ科イボタノキ属。日本原産。非常に丈夫で、公園や生垣によく使われる。別名「タマツバキ」。,https://upload.wikimedia.org/wikipedia/commons/1/1a/Ligustrum_japonicum_flower.jpg
ノウゼンカズラ（凌霄花）,"名声,名誉,栄光",つるが木にまとわりつき、空（霄）を凌ぐほど高く登る花（カズラ）であることから。,夏空に向かってラッパ型のオレンジ色の花を堂々と咲かせる姿が、ファンファーレを鳴らして勝利や栄光を称えているように見えることから「名声」「名誉」。,"7月14日,8月6日",ノウゼンカズラ科ノウゼンカズラ属。中国原産。平安時代に渡来。気根を出して壁や木をよじ登る。夏の青空に鮮やかなオレンジ色が映える。,https://upload.wikimedia.org/wikipedia/commons/c/c5/Campsis_grandiflora_flower.jpg
