name,meaning,name_origin,meaning_origin,birth_flower,trivia,image_url
ダリア,"華麗,優雅,気品,移り気,裏切り",スウェーデンの植物学者アンデシュ・ダール（Dahl）の名前にちなみます。ナポレオンの妃ジョセフィーヌが愛した花として有名。,大輪で色鮮やかな花姿が、圧倒的な存在感を放つことから「華麗」「優雅」。一方で、ジョセフィーヌが独占していたダリアの球根を、侍女が盗んで自分の庭に咲かせた事件から、心が移ろう「移り気」や「裏切り」という意味も持ちます。,"6月5日,7月29日,9月15日",キク科ダリア属。メキシコ原産。品種改良が非常に盛んで、ポンポン咲きやカクタス咲きなど、形も色も数え切れないほどの種類があります。,https://upload.wikimedia.org/wikipedia/commons/a/a2/Dahlia_pinnata.jpg
タルホコムギ（樽穂小麦）,不変の愛,（※一般的な植物名としての由来は不明確ですが、イネ科の穀物の一種と考えられます）,厳しい環境でも育ち、人々の命を支える食料となる麦の強さと、変わらず実りをもたらす安定感から、揺るぎない「不変の愛」を象徴するとされます。,該当なし,イネ科コムギ属。パン小麦の祖先種の一つとされる野生小麦（Aegilops tauschii）のこと。非常に強健な性質を持ちます。,https://upload.wikimedia.org/wikipedia/commons/7/77/Aegilops_tauschii_subsp._tauschii.jpg
タンジー,"婦人の美徳,抵抗,宣戦布告",ギリシャ語の「athanasia（不死）」が語源。遺体の防腐剤として使われたことや、花持ちが良いことに由来。,虫除け効果のある強い香りを持ち、害虫や悪霊を寄せ付けない力強さから「抵抗」。黄色いボタンのような花が密集して咲く姿が、芯の強い女性を連想させることから「婦人の美徳」。,11月7日,キク科ヨモギギク属。欧州原産。和名は「ヨモギギク」。防虫ハーブとして知られますが、毒性があるため食用には適しません。,https://upload.wikimedia.org/wikipedia/commons/e/e3/Tanacetum_vulgare_flower.jpg
タンポポ（蒲公英）,"愛の信託,真心の愛,別離,神託",鼓（つづみ）を叩く音「タン・ポ・ポ」に由来する説や、種子の綿毛が丸いボール（たんぽ）に似ている説などがあります。,綿毛を一息で吹き飛ばせれば恋が叶うという占いや、「好き、嫌い」と花びらを散らす占いに使われることから「愛の信託」「神託」。綿毛が風に乗って遠くへ飛んでいく姿から「別離」とも。,"2月18日,2月19日,3月13日,5月3日",キク科タンポポ属。北半球に広く分布。根はコーヒーの代用（タンポポコーヒー）になります。アスファルトの隙間からでも生える逞しい植物。,https://upload.wikimedia.org/wikipedia/commons/5/5e/Taraxacum_officinale_flower.jpg
チェリーセージ,"燃ゆる思い,知恵",さくらんぼ（チェリー）のような香りがし、赤い花を咲かせるセージ（サルビア）の仲間であることから。,鮮やかな赤い花が、情熱的な炎のように見えることから「燃ゆる思い」。セージの仲間であり、古代より賢者が使う薬草とされたことから「知恵」。,"5月24日,10月28日,12月18日",シソ科アキギリ属。メキシコ原産。葉を揉むと甘いフルーツのような香りがします。初夏から秋まで長く咲き続ける丈夫なハーブ。,https://upload.wikimedia.org/wikipedia/commons/3/30/Salvia_microphylla_flower.jpg
チガヤ（茅/茅萱）,"子供の守護神,みんなで一緒にいたい",「チ（千）」と「カヤ（茅）」で、群生してたくさん生える茅という意味。,ふわふわとした白い綿毛を持つ穂（ツバナ）が、子供のおやつのような甘みを持つことや、茅の輪くぐりなどの神事で穢れを払う力があることから「子供の守護神」。群生して風になびく姿から「みんなで一緒にいたい」。,5月28日,イネ科チガヤ属。熱帯〜温帯に広く分布。世界最強の雑草の一つと言われるほど繁殖力が強い。若い穂は「ツバナ」と呼ばれ、噛むと甘い。,https://upload.wikimedia.org/wikipedia/commons/3/30/Imperata_cylindrica_flower.jpg
チコリ,"待ちぼうけ,節約",ドイツの伝説で、帰らぬ恋人を道端で待ち続けた少女が、青い花に姿を変えたという物語に由来。,この悲しい伝説から「待ちぼうけ」。また、根を炒ってコーヒーの代用品（チコリコーヒー）として、高価なコーヒーを節約するために飲まれたことから「節約」。,"7月18日,9月11日",キク科キクニガナ属。欧州原産。和名は「菊苦菜（キクニガナ）」。野菜としてサラダで食べるほか、青い花は一日花で、次々と咲いては散ります。,https://upload.wikimedia.org/wikipedia/commons/5/52/Cichorium_intybus_flower.jpg
チトニア,"果報者,幸福,優美",鮮やかなオレンジ色の花が、インカ帝国の太陽の神殿を飾った黄金の花を連想させることから「メキシコヒマワリ」とも呼ばれる。,ヒマワリに似た明るいオレンジ色の花を咲かせ、見る人に太陽のような温かさと幸福感を与えることから「果報者」「幸福」。ビロードのような肌触りの花びらが上品であることから「優美」。,10月21日,キク科チトニア属。中米原産。暑さに強く、夏から秋にかけて長く咲き続けます。蝶を呼ぶ花としても知られています。,https://upload.wikimedia.org/wikipedia/commons/a/a2/Tithonia_rotundifolia_flower.jpg
チドリソウ（千鳥草）,"信頼,陽気,野心,軽快",花の形が、千鳥（ちどり）が飛んでいる姿に似ていることから名付けられました。英名は「ラークスパー（ヒバリの蹴爪）」。,鳥が群れをなして軽やかに飛んでいるような花姿から「軽快」「陽気」。しっかりと根を張り、真っ直ぐ伸びる性質から「信頼」とも。,"5月21日,7月16日",キンポウゲ科ヒエンソウ属。欧州原産。デルフィニウムに似ていますが、葉が細かく裂けているのが特徴。青や紫、ピンクの涼しげな花です。,https://upload.wikimedia.org/wikipedia/commons/2/23/Consolida_ajacis_flower.jpg
チベットキブシ（西蔵木五倍子）,"待ち合わせ,出会い",（※一般的な花言葉データには少ない植物ですが、キブシの仲間として解釈）,春先に、葉が出るよりも先に黄色い花が連なって垂れ下がる様子が、春の訪れを誰かと待ち合わせているように見えることから「待ち合わせ」。山道でふと出会う美しい姿から「出会い」。,該当なし,キブシ科キブシ属。中国チベット地方原産。日本のキブシよりも花が大きく鮮やか。実にはタンニンが含まれ、お歯黒の染料に使われました。,https://upload.wikimedia.org/wikipedia/commons/7/77/Stachyurus_praecox_var._matsuzakii.jpg
チャノキ（茶の木）,"追憶,純愛",お茶（茶葉）が採れる木であることから。学名はCamellia sinensis（中国のツバキ）。,お茶を飲みながら昔話に花を咲かせる、ゆったりとした時間から「追憶」。ツバキに似た白い花が、うつむき加減にひっそりと咲く姿が、純粋で控えめな愛を感じさせることから「純愛」。,"5月3日,11月8日,12月8日",ツバキ科ツバキ属。中国原産。緑茶、紅茶、ウーロン茶はすべてこのチャノキの葉から作られます（発酵度が違うだけ）。秋に白い花を咲かせます。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Camellia_sinensis_flower.jpg
チューリップ,"思いやり,愛の告白,名声,博愛",トルコ語でターバンを意味する「tulipan」が語源。花の形がターバンに似ていることから。,オランダの伝説で、3人の騎士から求婚された少女が、誰も傷つけないように花の女神フローラに願い、姿を変えたのがチューリップとされる。花は王冠（名声）、葉は剣、球根は黄金を表し、すべての愛を受け入れたことから「博愛」「思いやり」。,"3月22日,4月10日,5月17日",ユリ科チューリップ属。トルコ原産。17世紀のオランダで「チューリップ・バブル」が起き、球根一つが家一軒分の値段になった歴史があります。,https://upload.wikimedia.org/wikipedia/commons/e/e3/Tulipa_Gesneriana_02.jpg
チューリップ（赤）,"愛の告白,真実の愛",赤い色は情熱的な心臓の色であり、愛の象徴。,ペルシャの伝説で、恋人の死を知った青年が崖から飛び降り、その血から赤いチューリップが咲いたという物語から、命がけの「真実の愛」や、情熱的な「愛の告白」を意味します。,1月31日,愛を伝える際の定番の色。シンプルながらも強いメッセージ性を持ちます。,https://upload.wikimedia.org/wikipedia/commons/b/b8/Red_Tulips.jpg
チューリップ（黄）,"望みのない恋,名声",黄色は明るさの象徴である一方、西洋では裏切りの色ともされる。,太陽のように明るく輝く色から「名声」。一方で、ヨーロッパの古い言い伝えでは黄色い花は不吉とされることが多く、相手に届かない「望みのない恋」という切ない意味も持ちます。,5月17日,明るく元気な見た目とは裏腹に、恋愛に関してはネガティブな意味が含まれるため、プレゼントには注意が必要です。,https://upload.wikimedia.org/wikipedia/commons/e/ea/Yellow_Tulip.jpg
チューリップ（白）,"失われた愛,新しい恋",白は純粋さや無垢を表すが、過去の精算という意味も含む。,純白の花が、過去の恋愛を洗い流してリセットするイメージから「新しい恋」。また、色が消えてしまった状態として「失われた愛」を表すこともあります。,4月8日,白いチューリップは清楚で美しく、新しいスタートを切りたい時にぴったりの花です。,https://upload.wikimedia.org/wikipedia/commons/1/1b/White_Tulip.jpg
チューリップ（ピンク）,"愛の芽生え,誠実な愛",ピンク色は優しさや初々しい恋心を連想させる色。,蕾が少しずつ色づいて開く様子が、心の中に恋心が芽生える瞬間に似ていることから「愛の芽生え」。可愛らしく優しい色合いが「誠実な愛」を伝えます。,3月13日,恋の始まりや、親しい友人へのプレゼントに最適。見る人を優しい気持ちにさせる色です。,https://upload.wikimedia.org/wikipedia/commons/c/c5/Pink_Tulip.jpg
チューリップ（紫）,"不滅の愛,気高さ",紫色は古くから高貴な色とされ、神秘的な魅力を持つ。,落ち着いた紫色の花姿が、永遠に変わらない深い愛情や、気品ある大人の愛を表すことから「不滅の愛」。皇室や王室の色である紫から「気高さ」。,3月20日,大人の落ち着いた関係や、尊敬する人への贈り物に適した、エレガントなチューリップです。,https://upload.wikimedia.org/wikipedia/commons/f/fa/Purple_Tulip.jpg
チョウセンアサガオ（朝鮮朝顔）,"偽りの魅力,恐怖,愛敬",アサガオに似た花を咲かせる外来種であることから「朝鮮（海外から来た）」朝顔。別名「マンダラゲ（曼陀羅華）」。,美しいラッパ型の花を咲かせるが、全草に幻覚や麻痺を引き起こす強力な毒（アルカロイド）を持つことから「恐怖」「偽りの魅力」。江戸時代の医師・華岡青洲が麻酔薬として利用したことでも知られる。,10月23日,ナス科チョウセンアサガオ属。熱帯アジア原産。アサガオとは全く別の植物。誤って食べると意識障害を起こす危険な植物だが、花は白く神秘的。,https://upload.wikimedia.org/wikipedia/commons/9/91/Datura_metel_flower.jpg
チランジア,"不屈,たくわえる",土がなくても空気中の水分を吸収して育つ「エアプランツ」の仲間。,土に根を張らず、樹木や岩にしがみついて生きるたくましい姿から「不屈」。葉の表面から空気中の水分や養分を効率よく集めて体内に溜め込む性質から「たくわえる」。,10月24日,パイナップル科チランジア属。中南米原産。土がいらないため、インテリアとして非常に人気。花を咲かせると寿命を迎える種類も多い。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Tillandsia_cyanea_flower.jpg
ツキミソウ（月見草）,"無言の愛,移り気,湯上がりの美人",夕方に咲き始め、月が出る頃に満開になることから「月見草」。,夜にひっそりと咲き、朝にはしぼんでしまう姿が、誰にも言わずに秘めた想いを抱えているように見えることから「無言の愛」。咲き始めは白く、翌朝しぼむ頃には薄ピンク色に変わることから「移り気」。,8月30日,アカバナ科マツヨイグサ属。メキシコ原産。黄色い花のマツヨイグサと混同されやすいが、本物のツキミソウは白い花。現在では野生のものはほとんど見かけない。,https://upload.wikimedia.org/wikipedia/commons/9/91/Oenothera_tetraptera_flower.jpg
ツクシ（土筆）,"向上心,意外,驚き",スギナの胞子茎で、土から筆のように生えてくることから「土筆（つくし）」。,春の地面からニョキニョキと真っ直ぐ空に向かって伸びる姿が「向上心」を感じさせる。スギナ（地下茎で繋がっている）とは全く違う形をしており、突然現れることから「意外」「驚き」。,"3月6日,3月12日,3月23日",トクサ科トクサ属。日本全土に分布。スギナの「子供」ではなく、胞子を飛ばすための器官。袴（はかま）を取って佃煮や卵とじにして食べられる春の味覚。,https://upload.wikimedia.org/wikipedia/commons/2/22/Equisetum_arvense_fertile_stems.jpg
ツツジ（躑躅）,"節度,慎み,恋の喜び,初恋",見る人が足を止めて（躑）ためらう（躅）ほど美しいことから名付けられたとされる。,春に山や庭を一斉に彩るが、一つ一つの花は派手すぎず、ラッパ型で可愛らしいことから「慎み」「節度」。鮮やかな赤やピンクの花が次々と咲く様子が、恋する心の高鳴りを表すとして「恋の喜び」。,"4月16日,4月22日,5月1日",ツツジ科ツツジ属。日本、東アジア原産。日本人に最も親しまれている花木の一つ。蜜があるが、レンゲツツジなど一部の種類には毒があるので注意。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Rhododendron_indicum_flower.jpg
ツバキ（椿）,"控えめな優しさ,誇り,完全な愛",葉に艶がある「艶葉木（つやばき）」や、葉が厚い「厚葉木（あつばき）」が転じた説がある。日本を代表する花木。,香りがない代わりに、その凛とした美しい花姿で存在感を示すことから「控えめな優しさ」。冬の寒さの中で、緑の葉と鮮やかな花を完璧に保つ姿から「誇り」「完全な愛」。,"1月1日,1月25日,2月3日,12月10日",ツバキ科ツバキ属。日本、東アジア原産。花ごとポトリと落ちるため、かつては「首が落ちる」として武士には敬遠されたが、茶道では茶花として最高位の扱いを受ける。,https://upload.wikimedia.org/wikipedia/commons/9/9e/Camellia_japonica_flower.jpg
ツユクサ（露草）,"尊敬,懐かしい関係,ひとときの幸せ",朝露とともに咲き、昼にはしぼんでしまう、露のようにはかない草であることから。,早朝に鮮やかな青い花を咲かせるが、午後にはもうしぼんでしまう姿が、短くも美しい「ひとときの幸せ」を象徴する。万葉集にも数多く詠まれ、古くから日本人に親しまれてきたことから「懐かしい関係」。,"4月12日,7月6日",ツユクサ科ツユクサ属。日本全土に分布。花弁の青い汁は「青花」と呼ばれ、水で洗うと消える性質を利用して、友禅染の下書き用インクとして使われる。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Commelina_communis_flower_2.jpg
ツルバラ（蔓薔薇）,"無邪気,愛,爽やか",つる性で、他の木やフェンスに絡みついて伸びるバラの総称。,野趣あふれる姿で、フェンスや壁面いっぱいに花を咲かせる様子が、自由奔放で「無邪気」に見えることから。小輪で房咲きになる品種が多く、風に揺れる姿が「爽やか」な印象を与える。,"1月19日,5月4日,6月2日",バラ科バラ属。アーチやトレリスに絡ませて立体的な景観を作るのに欠かせない。一季咲きのものが多いが、春の満開時の迫力は圧巻。,https://upload.wikimedia.org/wikipedia/commons/7/75/Rosa_multiflora_flower.jpg
テッセン（鉄線）,"甘い束縛,縛りつける,高潔",つるが鉄の針金（ワイヤー）のように細く強靭であることから「鉄線」。クレマチスの一種。,細いが非常に丈夫なつるで、他の植物や支柱にしっかりと巻き付いて離れない様子から「縛りつける」「甘い束縛」という少し独占欲の強い花言葉がついた。凛とした花姿から「高潔」とも。,5月9日,キンポウゲ科センニンソウ属。中国原産。日本には室町時代に渡来。茶花や着物の柄として古くから愛好されている。6枚の白い花びら（実際はガク）が特徴。,https://upload.wikimedia.org/wikipedia/commons/2/22/Clematis_florida_var._sieboldiana.jpg
デージー,"純潔,美人,平和,希望",ラテン語の「dais（日の眼）」が語源で、太陽の光を受けると花を開き、黄色い花芯を見せることから。和名は「雛菊（ヒナギク）」。,小さく可愛らしい花姿が、無垢な子供や清純な少女を連想させることから「純潔」。踏まれてもまた立ち上がって花を咲かせる強さから、困難の中にある「希望」や「平和」の象徴とされる。,"1月4日,2月15日,3月6日",キク科ヒナギク属。欧州原産。イタリアの国花。乙女の象徴とされ、花占い（好き、嫌い…）に使われる代表的な花の一つ。,https://upload.wikimedia.org/wikipedia/commons/e/e7/Bellis_perennis_white_%28aka%29.jpg
デンファレ,"お似合いのふたり,わがままな美人,魅惑",正式名称は「デンドロビウム・ファレノプシス」。デンドロビウムの仲間で、ファレノプシス（胡蝶蘭）に似た花を咲かせることから略してデンファレ。,胡蝶蘭のような優雅な花を、茎の先に連なって咲かせる姿が非常に華やかで、釣り合いの取れた美しさを持つことから「お似合いのふたり」。その美しさと、栽培に少しコツがいる点から「わがままな美人」とも。,"1月17日,1月20日,11月27日",ラン科セッコク属。オーストラリア、ニューギニア原産。ハワイのレイ（首飾り）の材料として有名。切り花としての持ちが良く、ブーケによく使われる。,https://upload.wikimedia.org/wikipedia/commons/e/ed/Dendrobium_phalaenopsis_1.jpg
トケイソウ（時計草）,"聖なる愛,信仰,宗教的熱情",花の形が時計の文字盤に見えることから「時計草」。英名は「パッションフラワー（受難の花）」。,独特の雄しべと雌しべの形を、キリストが十字架に架けられた際の受難（釘や茨の冠）に見立てたことから、キリスト教の「信仰」や「聖なる愛」を象徴する花とされた。,6月27日,トケイソウ科トケイソウ属。中南米原産。実がなる種類は「パッションフルーツ」として食用になる。ユニークな花の形は、一度見ると忘れられない。,https://upload.wikimedia.org/wikipedia/commons/3/3d/Passiflora_caerulea_flower_close-up.jpg
トリカブト（鳥兜）,"騎士道,栄光,人嫌い,復讐",花の形が、舞楽の衣装である「鳥兜（とりかぶと）」や、西洋の騎士のヘルメットに似ていることから。,騎士の兜に似た勇ましい花姿から「騎士道」「栄光」。しかし、世界最強クラスの猛毒（アコニチン）を持つことから、関わるものを死に至らしめる「復讐」や、誰も寄せ付けない「人嫌い」という二面性を持つ。,"1月11日,8月11日",キンポウゲ科トリカブト属。北半球に分布。矢毒として使われた歴史がある。美しい青紫色の花を咲かせるが、絶対に口にしてはいけない。,https://upload.wikimedia.org/wikipedia/commons/9/91/Aconitum_napellus_Inflorescence.jpg
ドクダミ（蕺草）,"野生,白い追憶,自己犠牲",毒を抑える（毒矯み）薬効があることから、または独特の臭気があることから「毒溜み」など諸説ある。,湿った日陰に群生し、踏まれても枯れないたくましさから「野生」。全草に強い臭気があるが、乾燥させてお茶にすると無臭になり、優れた薬効で人々を癒やすことから、我が身を呈して尽くす「自己犠牲」。,5月15日,ドクダミ科ドクダミ属。東アジア原産。別名「十薬（じゅうやく）」と呼ばれ、解毒や利尿など10種類の薬効があるとされる万能薬草。白い十字の花（総苞片）が清楚。,https://upload.wikimedia.org/wikipedia/commons/5/5f/Houttuynia_cordata_flowers.jpg
ドラセナ,"幸福,永遠の愛,隠しきれない幸せ",ハワイでは「幸福の木」として親しまれ、家の前に置くと幸せが訪れるという言い伝えがあることから。,生命力が非常に強く、切り取った枝を水に挿しておくだけでも発根して育つことから、尽きることのない「永遠の愛」や、溢れ出る「隠しきれない幸せ」を象徴する。,12月1日,キジカクシ科（リュウゼツラン科）ドラセナ属。熱帯アフリカ原産。「幸福の木（マッサンゲアナ）」や「ミリオンバンブー」など多くの種類があり、贈り物として大人気。,https://upload.wikimedia.org/wikipedia/commons/5/52/Dracaena_fragrans_foliage.jpg
トリトマ,"恋の痛み,あなたを思うと胸が痛む",鮮やかなオレンジ色の花穂が、まるで恋に焦がれて胸を焼かれる心情を表しているように見えることから。その情熱的な姿は見る人に強いインパクトを与える。,"8月4日,9月15日",ツルボラン科シャグマユリ属。南アフリカ原産。ユニークな形がエキゾチックで、大型の宿根草としてガーデニングのアクセントになる。英名は「Red hot poker（赤く焼けた火掻き棒）」や「Torch lily（たいまつ百合）」と呼ばれ、炎を連想させる名前が多い。,https://upload.wikimedia.org/wikipedia/commons/f/f8/Kniphofia_uvaria_flower.jpg,
トルコキキョウ,"優美,すがすがしい美しさ,希望,よい語らい",原産地はトルコではなく北アメリカ（テキサス州など）だが、蕾のねじれた形がトルコ人のターバンに似ていることや、花色がトルコ石のようだったことから名付けられた。実際はリンドウ科。別名「ユーストマ」。,紫色の凛とした花姿が、夏の暑い季節に涼しげな印象を与えることから「すがすがしい美しさ」。品種改良により生まれた、幾重にも重なるフリルのような花びらが、ドレスのように優雅であることから「優美」。,"7月12日,7月18日,8月18日",リンドウ科ユーストマ属。北米原産。日本で品種改良が盛んに行われ、世界的な主要産地となっている。花持ちが非常に良く、色や形も豊富なため、ブライダルフラワーや切り花として不動の人気を誇る。もともとは一重咲きの紫色の花だった。,https://upload.wikimedia.org/wikipedia/commons/2/23/Eustoma_grandiflorum_flower.jpg
ドロソフィルム,不誠実な愛,（※一般的な花言葉データには少ない植物ですが、食虫植物としての特性から解釈）,葉から粘液を出して虫を捕らえる食虫植物であり、甘い蜜のような輝きで虫を誘い寄せ、一度捕まえると逃さない性質から、相手を騙して縛り付ける「不誠実な愛」を連想させる。,該当なし,ドロソフィルム科ドロソフィルム属。ポルトガル、スペイン、モロッコ原産。別名「モチリンゴ（餅林檎）」とも呼ばれるが、これは粘液の粘り気に由来する。美しい黄色い花を咲かせるが、葉は強力な虫取り罠である。,https://upload.wikimedia.org/wikipedia/commons/7/77/Drosophyllum_lusitanicum_flower.jpg
トンボソウ（蜻蛉草）,陽気,花の形が、トンボ（蜻蛉）が飛んでいる姿に似ていることから名付けられた。,湿地や草地で、小さな緑がかった花をたくさん咲かせ、まるでトンボの群れが楽しげに舞っているように見えることから、明るくのどかな「陽気」さを感じさせる。,該当なし,ラン科トンボソウ属。日本全土に分布。地味な花だが、よく見ると確かにトンボのような形をしており、自然の造形の面白さを感じさせる野生ラン。,https://upload.wikimedia.org/wikipedia/commons/9/91/Tulotis_ussuriensis_flower.jpg
トウワタ（唐綿）,"心変わり,私を行かせて",種子に付いている白い綿毛が、唐（外国）から来た綿のようであることから。,秋になると実がはじけ、中から現れた綿毛付きの種が風に乗ってふわふわとどこかへ飛んでいってしまう姿から、気持ちが他へ移る「心変わり」や、束縛を嫌う「私を行かせて」という心情を表す。,10月2日,キョウチクトウ科（ガガイモ科）トウワタ属。熱帯アメリカ原産。花は赤と黄色で鮮やか。茎を切ると出る白い乳液には毒があるが、オオカバマダラという蝶の幼虫はこの葉を食べて体内に毒を蓄え、鳥から身を守る。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Asclepias_curassavica_flower.jpg
トケイソウ（時計草）,"聖なる愛,信仰,宗教的熱情",3つに分かれた雌しべが時計の長針・短針・秒針に見え、花びらが文字盤に見えることから「時計草」。英名は「パッションフラワー（受難の花）」。,16世紀に南米を訪れた宣教師たちが、この花の独特な形をキリストの受難（十字架、釘、茨の冠など）を象徴するものとして捉え、布教に利用したことから「信仰」「聖なる愛」。,6月27日,トケイソウ科トケイソウ属。中南米原産。果実はパッションフルーツ。時計に見えるか、キリストの受難具に見えるか、文化によって見え方が全く異なる面白い植物。,https://upload.wikimedia.org/wikipedia/commons/3/3d/Passiflora_caerulea_flower_close-up.jpg
