name,meaning,name_origin,meaning_origin,birth_flower,trivia,image_url
カーネーション,"無垢で深い愛,母への愛,軽蔑（黄）,感動",花の色が肌の色に似ているという説や、戴冠式の花冠に由来するという説などがあります。,アメリカの少女が亡き母を偲んで白いカーネーションを捧げたことが「母の日」の始まりとなり「母への愛」。ただし、黄色はキリストを裏切ったユダの服の色とされる等の理由から「軽蔑」の意味を持つため、プレゼントする時は注意が必要です。,"5月12日,6月15日",ナデシコ科。地中海沿岸原産。母の日の定番ですが、色によって意味が全く違います。赤は「母への愛」、白は「亡き母への愛・純潔」、黄色は「軽蔑」となるので気をつけましょう。,https://upload.wikimedia.org/wikipedia/commons/3/36/Carnation_-_f_-_01.jpg
ガーベラ,"希望,常に前進,辛抱強さ,究極美",発見者であるドイツの医師で植物学者のトラウゴット・ガーバーの名前にちなんで命名されました。,陽気で明るい色の大きな花を、すっと伸びた茎の先に上を向いて咲かせる姿が、どんな時でも前向きなエネルギーを感じさせることから「希望」「常に前進」というポジティブな言葉が託されました。,"2月11日,8月1日,10月12日",キク科。南アフリカ原産。花持ちが良く、色の種類も豊富なのでフラワーアレンジメントで大人気です。大正時代に日本に来た時は「花車」という和名で呼ばれました。,https://upload.wikimedia.org/wikipedia/commons/d/d1/Gerbera_white_background.jpg
ガイラルディア,"協力,団結,明るい人,きらびやか",中世フランスの植物愛好家ガイラードの名前にちなみます。和名は「天人菊（テンニンギク）」。,たくさんの小さな花が集まって一つの花のように見え、さらに群生して次々と咲く様子から「協力」「団結」。鮮やかなオレンジや黄色の花色が、太陽のように明るく元気な人を連想させます。,9月6日,キク科。北米原産。暑さや乾燥にめちゃくちゃ強く、荒れ地でも育つほど丈夫なため、アメリカでは州のワイルドフラワーに指定されている場所もあります。,https://upload.wikimedia.org/wikipedia/commons/c/c5/Gaillardia_aristata_flower.jpg
カイドウ（花海棠）,"温和,美人の眠り,妖艶,艶麗",中国原産で、海外（海）から来た梨（棠）に似た花という意味で「海棠」と名付けられました。,唐の玄宗皇帝が、酔って眠る楊貴妃の美しさを「海棠の眠り未だ覚めず」と例えたエピソードに由来します。うつむいて咲く姿が色っぽく、ほんのり赤らんだ顔のように見えることから「美人の眠り」「妖艶」とされました。,"2月25日,3月16日,4月5日",バラ科。中国原産。桜に似たピンク色の花を、サクランボのように長い柄を伸ばして下向きに咲かせます。中国では牡丹と並んで最も愛される花の一つです。,https://upload.wikimedia.org/wikipedia/commons/9/90/Malus_halliana_flower.jpg
カランコエ,"幸福を告げる,たくさんの小さな思い出,人気,あなたを守る",中国名の「加藍菜」の発音が由来と言われています。,小さな星形の花がぎっしりと集まって咲く様子が、鐘を鳴らして幸せの訪れを知らせているように見えることから「幸福を告げる」。小さな花の一つ一つを、日々のキラキラした思い出に見立てて「たくさんの小さな思い出」とも。,"2月25日,3月21日,12月1日",ベンケイソウ科。マダガスカル原産。多肉植物の仲間で、葉っぱに水を貯めているので乾燥に強いです。釣鐘のような形をした「ベル型」の品種も人気があります。,https://upload.wikimedia.org/wikipedia/commons/8/86/Kalanchoe_blossfeldiana_flower_bgiu.jpg
カルミア,"優美な女性,大きな野心,裏切り,爽やかな笑顔",スウェーデンの植物学者ペール・カルムの名前にちなんで名付けられました。花が日傘のように見えることから「ハナガサシャクナゲ」とも呼ばれます。,レースの日傘を広げたような、繊細で幾何学的な花の形から「優美な女性」。一方で、葉に毒を含んでいて、食べた羊が中毒死することから「羊殺し」という怖いあだ名があり、美しさに隠された「裏切り」という意味も持っています。,"2月11日,2月20日,4月30日",ツツジ科。北米原産。つぼみは金平糖のようなトゲトゲした形をしていて、開くと五角形の皿のような不思議な形になる面白い花です。,https://upload.wikimedia.org/wikipedia/commons/7/7e/Kalmia_latifolia_flowers.jpg
カリフラワー,"お祭り騒ぎ,利益",キャベツの仲間で、花のようになったキャベツ（Kale flower）が語源とされています。和名は「花野菜（ハナヤサイ）」。,小さな白い蕾（つぼみ）がびっしりと密集して、モコモコと盛り上がっているユニークな様子が、たくさんの人が集まってワイワイと騒いでいるように見えることから「お祭り騒ぎ」という楽しげな花言葉がつきました。,12月10日,アブラナ科。地中海沿岸原産。私たちが食べている白い部分は「花蕾（からい）」と呼ばれるつぼみの集まりです。ブロッコリーの突然変異で生まれたと言われています。,https://upload.wikimedia.org/wikipedia/commons/a/aa/Cauliflower_head.jpg
カリン（花梨）,"豊麗,唯一の恋,優雅,可能性",実の形がウリ（瓜）に似ていることや、木目がフタバガキ（花櫚）に似ていることに由来するなど、いくつかの説があります。,春に淡いピンク色の優雅な花を咲かせることから「優雅」。秋になると、黄金色で香りの良い大きな実をどっさりとつける様子から、豊かな美しさを表す「豊麗」とされました。喉の薬としての効能から「可能性」とも。,"11月1日,11月21日",バラ科。中国原産。実はカチカチで渋いので生では食べられませんが、素晴らしい香りがあり、咳止め効果があるため、カリン酒やハチミツ漬けにして楽しまれます。,https://upload.wikimedia.org/wikipedia/commons/4/41/Pseudocydonia_sinensis_2.jpg
ガマ（蒲）,"従順,無分別,救護,慈愛",穂の形が「蒲鉾（かまぼこ）」の語源になったと言われています（昔のかまぼこは、この穂のように棒にすり身を付けて焼いたものでした）。,因幡の白兎の神話で、皮を剥がれて泣いているウサギを大国主命が助け、ガマの穂綿（花粉）で包んで治療した伝説から「救護」「慈愛」。穂が熟すと爆発して綿毛が撒き散らされる様子から「無分別」。,1月23日,ガマ科。北半球の湿地に生えています。フランクフルトソーセージのような茶色の穂が特徴です。花粉は「蒲黄（ほおう）」という止血薬になります。,https://upload.wikimedia.org/wikipedia/commons/7/77/Typha_latifolia_02_bgiu.jpg
ガマズミ,"結合,私を無視しないで,愛は死より強し",材木が硬く、鎌の柄に使われたことから「鎌ズミ」が変化した説などがあります。,初夏に小さな白い花が、秋には真っ赤な実がびっしりと集まってつく様子から、強い結びつきを表す「結合」。実の酸味が強く、鳥もあまり食べたがらないため冬まで残ることから、寂しげな「私を無視しないで」という言葉がつきました。,"6月22日,11月24日",レンプクソウ科。日本原産。秋にルビーのような美しい実をつけます。実は果実酒にするととても美味しく、ポリフェノールもたっぷりです。,https://upload.wikimedia.org/wikipedia/commons/d/d6/Viburnum_dilatatum_flower.jpg
カンガルーポー,"不思議,驚き,分別,可能性",筒状の花の表面に細かい毛が生えていて、その形と手触りがカンガルーの前足（Paw）そっくりであることから名付けられました。,動物の足のようなモフモフしたユニークな姿や、鮮やかな色合いが、見る人に「驚き」や「不思議」な感覚を与えます。その常識にとらわれない姿から、未知の「可能性」を感じさせる花でもあります。,"1月4日,5月14日,10月2日",ハエモドルム科。オーストラリア原産。そのユニークな見た目と質感で、切り花やドライフラワーとして非常に人気のある、おしゃれな植物です。,https://upload.wikimedia.org/wikipedia/commons/9/93/Anigozanthos_flavidus.jpg
カンパニュラ,"感謝,誠実,節操,思いを告げる",ラテン語で「小さな鐘」という意味です。花の形が教会の鐘や釣り鐘に似ていることから名付けられました。和名は「風鈴草」。,ギリシャ神話で、オリンポスの果樹園を守る番人カンパニュールが、侵入者を知らせるために鐘を鳴らして命を落とした物語から、その強い忠誠心と自己犠牲の精神を讃えて「感謝」「誠実」とされました。,"3月7日,4月23日,5月15日",キキョウ科。南ヨーロッパ原産。ふっくらとした釣鐘型の花を咲かせます。袋状の花の中にホタルを入れて遊んだことから、「ホタルブクロ」とも呼ばれます。,https://upload.wikimedia.org/wikipedia/commons/4/44/Campanula_medium_002.jpg
カラー,"乙女のしとやかさ,華麗なる美,清浄,壮大な美",ギリシャ語で「美しい」を意味する「kallos」に由来する説や、修道女の白い襟（Collar）に似ているからという説などがあります。,純白の修道女の襟や、ウェディングドレスの裾を思わせる、シンプルで洗練された曲線美を持つ花姿から「乙女のしとやかさ」「華麗なる美」。人生の新たな門出を祝う花として、結婚式のブーケによく使われます。,"5月5日,6月27日,7月28日",サトイモ科。南アフリカ原産。花びらのように見える白い部分は、実は葉が変形した「仏炎苞（ぶつえんほう）」と呼ばれるものです。黄色やピンクの品種も人気があります。,https://upload.wikimedia.org/wikipedia/commons/d/db/Zantedeschia_aethiopica_2.jpg
カラスウリ（烏瓜）,"よき便り,誠実,男嫌い",カラスが好んで食べるから、あるいはカラスが食べるくらいしか役に立たない実だから、という意味で名付けられました。,夜になるとレースのような繊細な白い花をひっそりと咲かせ、朝になるとしぼんでしまう姿が、太陽（男性）の目を避けているように見えることから「男嫌い」。結び文（手紙）のような独特な形の種を持つことから「よき便り」。,"8月21日,11月11日",ウリ科。日本、中国原産。秋になると真っ赤な実をつけます。種は大黒様に似た形をしていて、お財布に入れておくと金運が上がると言われています。,https://upload.wikimedia.org/wikipedia/commons/f/ff/Trichosanthes_cucumeroides_flower_at_night.jpg
カラタチ（枳殻）,"思い出,気品,復讐",中国（唐）から伝わった橘（タチバナ）という意味で「唐橘（カラタチバナ）」と呼ばれ、それが短くなって「カラタチ」になりました。,枝全体に鋭く長いトゲがあることから、人を寄せ付けない拒絶の意志を感じさせ「復讐」。一方で、春に咲く白い花は甘い香りがして気高い雰囲気を持つことから「気品」。北原白秋の童謡『からたちの花』の歌詞から「思い出」とも。,"5月15日,11月8日",ミカン科。中国原産。鋭いトゲがあるため、昔は泥棒よけの生垣としてよく使われていました。ミカンの仲間で、良い香りがします。,https://upload.wikimedia.org/wikipedia/commons/f/f9/Poncirus_trifoliata_flower.jpg
ガザニア,"あなたを誇りに思う,きらびやか,笑顔で答える",ギリシャの古典書物をラテン語に翻訳した人物ガザ（Gaza）の名前にちなんでいます。和名は「勲章菊（クンショウギク）」。,花びらの模様が勲章のように見え、金属のような光沢を持つ鮮やかな花色であることから「きらびやか」「あなたを誇りに思う」という、名誉や成功を象徴する言葉がつきました。,"1月28日,6月26日",キク科。南アフリカ原産。太陽の光が当たると花が開き、曇りの日や夜には閉じる性質があります。乾燥に強く丈夫なので、グランドカバーにも向いています。,https://upload.wikimedia.org/wikipedia/commons/1/14/Gazania_rigens_var._rigens.jpg
カシワ（柏）,"愛想のよさ,自由,勇敢,独立",食べ物を包んで蒸す葉という意味の「炊葉（かしぐは）」が由来と言われています。,新しい芽が出るまで古い葉が落ちずに枝に残ることから、家系が絶えない縁起の良い木とされます。大きな葉が風に揺れるおおらかな様子から「自由」「愛想のよさ」。武家の家紋としても非常に人気がありました。,5月5日,ブナ科。日本、東アジア原産。端午の節句に食べる柏餅を包む葉として有名です。葉が落ちないため「代が途切れない」子孫繁栄の象徴として大切にされています。,https://upload.wikimedia.org/wikipedia/commons/a/a2/Quercus_dentata_foliage.jpg
カシワバアジサイ,"慈愛,魅力ある人,汚れなき心,皆を惹きつける魅力",葉っぱの形が深く切れ込んでいて、カシワ（柏）の葉に似ているアジサイであることから名付けられました。,アジサイの仲間ですが、ボール状ではなく、ピラミッド型に白い花を積み上げるように咲く姿が、普通のアジサイよりもソフトで優しげな印象を与えることから「慈愛」とされました。,5月24日,アジサイ科。北米原産。花だけでなく、秋になると葉がワインレッドに美しく紅葉するのが特徴で、長い期間楽しめる植物です。,https://upload.wikimedia.org/wikipedia/commons/2/2f/Hydrangea_quercifolia_3.jpg
キイチゴ（木苺）,"謙遜,尊重,愛情,嫉妬,後悔",草ではなく木になるイチゴであることから「木苺」。ラズベリーやブラックベリーなど、キイチゴ属の総称です。,美味しい実を葉の裏に隠すようにひっそりとつける姿から「謙遜」。一方で、うかつに実を採ろうとすると鋭いトゲで指を傷つけることから、痛みを伴う愛や「嫉妬」「後悔」という、少しほろ苦い意味も持っています。,"3月4日,6月10日",バラ科。世界中に分布。実は生で食べたりジャムにしたりと美味しいですが、野生種にはトゲが多いので、摘むときは服装に気をつけましょう。,https://upload.wikimedia.org/wikipedia/commons/2/26/Rubus_microphyllus_flowers.jpg
キウイ,"生命力,豊富,ひょうきん",ニュージーランドの国鳥「キーウィ」に、実の茶色い毛並みや形がそっくりであることから名付けられました。,ツルが勢い良く伸び、一本の木にたくさんの実をたわわに実らせる様子から「豊富」「生命力」。鳥に似たユニークな見た目から「ひょうきん」とも。栄養たっぷりで人を元気にするイメージにもぴったりです。,5月27日,マタタビ科。中国原産（品種改良はニュージーランド）。雄の木と雌の木があり、実を成らせるには両方の木が必要です。,https://upload.wikimedia.org/wikipedia/commons/f/f3/Kiwi_flowers.jpg
キキョウ（桔梗）,"永遠の愛,誠実,気品,従順",漢名の「桔梗（キチコウ）」の読み方が変化してキキョウになったと言われています。根が「結（キチ）」く「梗（コウ＝固い）」ことに由来するという説もあります。,戦地に行った夫を10年間待ち続けた妻の物語に由来し、変わらぬ愛と忠誠を誓う「永遠の愛」「誠実」。戦国武将・明智光秀の家紋（水色桔梗）としても知られ、その凛とした美しい姿から「気品」を表します。,"8月2日,8月28日,9月1日",キキョウ科。日本原産。秋の七草の一つ。根っこは咳止めの薬になります。つぼみが風船のように膨らむことから、英語では「バルーンフラワー」と呼ばれます。,https://upload.wikimedia.org/wikipedia/commons/7/7b/Platycodon_grandiflorus_2.jpg
キク（菊）,"高貴,高潔,私を信じて,破れた恋（黄）",中国から伝わり、一年の終わりに咲くことから「窮まる（きわまる）」が語源となり、それが変化して「菊」になったと言われています。,皇室の御紋章（菊花紋章）に使われていることから、最高位の品格を表す「高貴」「高潔」。お墓参りの花として、故人への変わらぬ思いや浄化の意味も持ちます。黄色は西洋で不吉な色とされることから「破れた恋」となります。,"9月9日,10月1日,11月23日",キク科。中国原産。桜と並ぶ日本の国花的存在です。お刺身のツマなどに使われる食用菊もあります。9月9日の重陽の節句は「菊の節句」とも呼ばれ、長寿を願う花です。,https://upload.wikimedia.org/wikipedia/commons/3/30/Chrysanthemum_morifolium_2.jpg
キバナコスモス,"野生の美,幼い恋",コスモスの仲間で、鮮やかな黄色やオレンジ色の花を咲かせることから「黄花コスモス」と呼ばれます。,風に弱く繊細なピンクのコスモスに比べて、暑さや病気に強く、放っておいても野生化するほど繁殖力が旺盛でたくましいことから、野性味あふれる「野生の美」と名付けられました。,"6月17日,9月26日",キク科。メキシコ原産。大正時代に日本に来ました。普通のピンクのコスモスとは別の種類なので、交配することはありません。,https://upload.wikimedia.org/wikipedia/commons/2/25/Cosmos_sulphureus03.jpg
ギボウシ（擬宝珠）,"沈静,静かな人,落ち着き",つぼみの形が、橋の欄干や神社などの装飾である「擬宝珠（ぎぼし）」に似ていることから名付けられました。,直射日光を嫌い、静かな森の木陰や湿地にひっそりと生える姿や、涼しげな葉の雰囲気が、見る人の心を落ち着かせることから「沈静」「静かな人」という大人びた花言葉がつきました。,"7月9日,7月17日",キジカクシ科。日本、東アジア原産。欧米では「ホスタ」と呼ばれ、日陰を彩るシェードガーデンの主役として非常に人気があります。,https://upload.wikimedia.org/wikipedia/commons/e/ee/Hosta_sieboldiana_var._sieboldiana.jpg
キュウリ（胡瓜）,洒落（しゃれ）,中国（胡）から来た瓜で、未熟な実は緑色ですが、完熟すると黄色くなることから「黄瓜」とも書かれました。,細長い形や、曲がったりイボがあったりするユニークな姿から、物事を面白おかしく捉える「洒落」という花言葉がついたと言われています。河童の好物とされるなど、どこか愛嬌のある野菜です。,4月27日,ウリ科。インド原産。かつては「世界一栄養のない野菜」としてギネスに載ったことがありますが、これは水分の多さが理由です。,https://upload.wikimedia.org/wikipedia/commons/3/3b/Cucumber_flower_and_immature_fruit.jpg
キョウチクトウ（夾竹桃）,"危険な愛,用心,油断大敵",葉っぱが竹に似ていて、花が桃に似ていることから「夾竹桃」と名付けられました。,美しい花を咲かせますが、花・葉・枝・根のすべてに青酸カリよりも強力な猛毒を含んでいることから、美しさに潜む恐ろしい罠として「危険な愛」「油断大敵」と警告されています。,"8月9日,8月12日",キョウチクトウ科。インド原産。排気ガスや乾燥に強いため街路樹によく使われますが、枝をバーベキューの串代わりにして死亡した事故があるほど危険な植物です。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Nerium_oleander_flower_bgiu.jpg
キングヨソウ（金魚草）,"おしゃべり,でしゃばり,推測,予知",花の形が、金魚が口をパクパクさせて泳いでいる姿に似ていることから名付けられました。英語名は「スナップドラゴン」。,風に揺れて口をパクパクさせる様子が、おしゃべりをしているように見えることから「おしゃべり」「でしゃばり」。実が枯れるとドクロのような形になり、不気味な未来を暗示するかのような姿から「推測」「予知」とも。,"4月15日,7月2日,12月21日",オオバコ科。地中海沿岸原産。英語名は、花を横から押すと竜が口を開けるように見えることに由来します。ドイツでは魔除けとして飾られます。,https://upload.wikimedia.org/wikipedia/commons/3/35/Antirrhinum_majus_flower.jpg
キンカン（金柑）,"思い出,感謝",黄金色（金）の柑橘（柑）であることから、そのまま「金柑」と名付けられました。,鮮やかなオレンジ色の小さな実が、昔の懐かしい思い出を呼び起こすような素朴な甘酸っぱさであることから「思い出」。のど飴などで人を癒やし、健康を守ってくれることから「感謝」とされました。,1月29日,ミカン科。中国原産。皮ごと食べられる珍しい柑橘類です。ビタミンCがたっぷりで、風邪の予防に良いとされています。,https://upload.wikimedia.org/wikipedia/commons/9/9e/Citrus_japonica_Sz15.jpg
キンセンカ（金盞花）,"別れの悲しみ,悲嘆,寂しさ,失望",黄金色の盃（さかずき＝盞）のような花の形から「金盞花」と名付けられました。英語名はカレンデュラ。,ギリシャ神話で、太陽神アポロンに恋をした少年が、アポロンを見つめ続けたまま亡くなり、この花に姿を変えたという悲しい伝説から「悲嘆」「別れの悲しみ」。また、太陽とともに開き夜には閉じる姿が、去りゆく恋人を待つ姿に重なります。,"1月20日,2月8日,3月26日",キク科。地中海沿岸原産。別名「ポットマリーゴールド」。花びらはハーブや食用になり、皮膚を修復する薬効がある万能な花です。,https://upload.wikimedia.org/wikipedia/commons/e/e5/Calendula_officinalis_Macro.jpg
キンモクセイ（金木犀）,"謙虚,気高い人,真実,陶酔",樹皮が動物のサイ（犀）の皮膚に似ていて、金色の花を咲かせることから名付けられました。,数キロ先まで届くほど甘く素晴らしい香りを放ち、その存在感は抜群なのに、咲かせる花はとても小さく、緑の葉の陰に隠れるように控えめであることから、才能をひけらかさない奥ゆかしさを「謙虚」「気高い人」と表現しました。,"10月1日,10月7日",モクセイ科。中国原産。秋の風物詩であり、ジンチョウゲ、クチナシと並ぶ日本三大芳香木の一つです。香水や桂花陳酒の原料になります。,https://upload.wikimedia.org/wikipedia/commons/f/fd/Osmanthus_fragrans_var._aurantiacus_01.jpg
キンレンカ（金蓮花）,"愛国心,勝利,困難に打ち勝つ",黄金色の美しい花を咲かせ、葉の形がハス（蓮）に似ていることから名付けられました。英語名は「ナスタチウム」と言います。,丸い葉を兵士の盾に、鮮やかな赤い花を敵との戦いで血に染まった鎧や兜に見立て、困難に立ち向かう勇敢な戦士を連想させることから「愛国心」「勝利」という勇ましい言葉がつきました。,"4月6日,5月11日,9月6日",ノウゼンハレン科。南米原産。花も葉も食べられる「エディブルフラワー」の代表格です。カイワレ大根のようなピリッとした辛味があり、サラダのアクセントになります。,https://upload.wikimedia.org/wikipedia/commons/8/87/Tropaeolum_majus_Garden_Nasturtium_Bl%C3%BCte_und_Blatt_2.jpg
ギンモクセイ（銀木犀）,"初恋,唯一の恋,高潔",キンモクセイ（金木犀）の親戚で、白い（銀色の）花を咲かせることから。実はキンモクセイの変種ではなく、こちらが基本種（お母さん）にあたります。,キンモクセイほど香りが強くなく、近くを通った時にだけふんわりと甘い香りに気づくような控えめな姿が、淡く切ない「初恋」の記憶や、秘めた想いを思い出させることから。,"10月25日,11月1日",モクセイ科。中国原産。派手なキンモクセイの陰に隠れがちですが、古くから庭木として愛されています。キンモクセイと違って、黒紫色の実をつけます。,https://upload.wikimedia.org/wikipedia/commons/2/23/Osmanthus_fragrans_flower.jpg
クジャクソウ（孔雀草）,"一目惚れ,可憐,いつも愉快",長く伸びた茎にたくさんの花が咲く様子が、孔雀が羽を広げた姿に見えることから名付けられました。,小さな花が株いっぱいに咲き広がる様子が、孔雀が美しい飾り羽をパッと広げた瞬間のように華やかであることから「一目惚れ」。また、賑やかに咲く姿がとても楽しげに見えることから「いつも愉快」とも。,"8月22日,9月29日,10月11日",キク科。北米原産。別名「孔雀アスター」。白、ピンク、紫など色がカラフルで、秋の花壇を華やかに彩ってくれます。,https://upload.wikimedia.org/wikipedia/commons/f/fa/Symphyotrichum_pilosum.jpg
クチナシ（梔子）,"とても幸せです,喜びを運ぶ,洗練,優雅",実が熟しても割れない（口が開かない）ことから「口無し」になったと言われています。将棋や囲碁の盤の足がクチナシの形をしているのは「口出し無用」という意味です。,初夏に放つ甘く濃厚な香りが、風に乗って幸せな気分を運んでくることから「とても幸せです」「喜びを運ぶ」。アメリカでは、ダンスパーティーに誘う際に男性が女性に贈る花とされ、誘われる喜びを表しています。,"5月6日,6月7日,6月30日",アカネ科。日本、東アジア原産。実は栗きんとんやタクアンの黄色い色付けに使われます。香りはジャスミンに似ていて、日本三大芳香木の一つです。,https://upload.wikimedia.org/wikipedia/commons/1/13/Gardenia_jasminoides_1.jpg
クリ（栗）,"公平,豪華,満足,真心",実が熟すと黒くなることから「黒（くろ）」が変化して「くり」になった説や、古い言葉で石を意味する「クリ」に由来する説があります。,硬いイガの中に、美味しい実が通常3つずつ公平に並んで入っている様子から「公平」。栄養たっぷりで昔から人々のお腹を満たし、生活を豊かにしてきたことから「満足」「豪華」とされました。,10月13日,ブナ科。日本原産。縄文時代から日本人の大切な食料でした。花は独特の青臭いような強い匂いがします。,https://upload.wikimedia.org/wikipedia/commons/9/90/Castanea_crenata_flower.jpg
